Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Forward (3-1),Forward (3-2),Center (3-1),Guard (3-1),Guard (3-2),Year,Award
Chris Mannix,Sports Illustrated,"Antetokounmpo, Giannis (MIL)","Randle, Julius (NYK)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","Leonard, Kawhi (LAC)","Butler, Jimmy (MIA)","Embiid, Joel (PHI)","Paul, Chris (PHX)","Lillard, Damian (POR)","Tatum, Jayson (BOS)","George, Paul (LAC)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Mitchell, Donovan (UTA)",2021,All-NBA
Diego Martinez,Reforma,"Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Embiid, Joel (PHI)","Paul, Chris (PHX)","Curry, Stephen (GSW)","Randle, Julius (NYK)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Doncic, Luka (DAL)","Irving, Kyrie (BKN)","Leonard, Kawhi (LAC)","Booker, Devin (PHX)","Capela, Clint (ATL)","Westbrook, Russell (WAS)","Lillard, Damian (POR)",2021,All-NBA
Jeff McDonald,San Antonio Express-News,"Embiid, Joel (PHI)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","Leonard, Kawhi (LAC)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Paul, Chris (PHX)","Randle, Julius (NYK)","George, Paul (LAC)","Capela, Clint (ATL)","Beal, Bradley (WAS)","Harden, James (BKN)",2021,All-NBA
Dave McMenamin,ESPN,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Paul, Chris (PHX)","Randle, Julius (NYK)","James, LeBron (LAL)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Doncic, Luka (DAL)","Tatum, Jayson (BOS)","Butler, Jimmy (MIA)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Westbrook, Russell (WAS)",2021,All-NBA
Mark Medina,USA Today,"Randle, Julius (NYK)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Paul, Chris (PHX)","Doncic, Luka (DAL)","Leonard, Kawhi (LAC)","Embiid, Joel (PHI)","Butler, Jimmy (MIA)","Lillard, Damian (POR)","George, Paul (LAC)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Harden, James (BKN)","Beal, Bradley (WAS)",2021,All-NBA
Yoko Miyaji,Sports Graphic Number,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","Butler, Jimmy (MIA)","James, LeBron (LAL)","Embiid, Joel (PHI)","Paul, Chris (PHX)","Lillard, Damian (POR)","Tatum, Jayson (BOS)","Randle, Julius (NYK)","Gobert, Rudy (UTA)","Harden, James (BKN)","Beal, Bradley (WAS)",2021,All-NBA
Joe Mussatto,The Oklahoman,"Doncic, Luka (DAL)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Randle, Julius (NYK)","Leonard, Kawhi (LAC)","Embiid, Joel (PHI)","Butler, Jimmy (MIA)","Paul, Chris (PHX)","Williamson, Zion (NOP)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","George, Paul (LAC)",2021,All-NBA
Rachel Nichols,ESPN,"Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","Leonard, Kawhi (LAC)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Paul, Chris (PHX)","Butler, Jimmy (MIA)","Randle, Julius (NYK)","Adebayo, Bam (MIA)","Harden, James (BKN)","Beal, Bradley (WAS)",2021,All-NBA
Kevin O'Connor,The Ringer,"Leonard, Kawhi (LAC)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","James, LeBron (LAL)","Randle, Julius (NYK)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Paul, Chris (PHX)","George, Paul (LAC)","Williamson, Zion (NOP)","Gobert, Rudy (UTA)","Butler, Jimmy (MIA)","Beal, Bradley (WAS)",2021,All-NBA
James Owczarski,Milwaukee Journal Sentinel,"Antetokounmpo, Giannis (MIL)","Doncic, Luka (DAL)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Curry, Stephen (GSW)","Randle, Julius (NYK)","Leonard, Kawhi (LAC)","Gobert, Rudy (UTA)","Paul, Chris (PHX)","Tatum, Jayson (BOS)","George, Paul (LAC)","Middleton, Khris (MIL)","Embiid, Joel (PHI)","Beal, Bradley (WAS)","Mitchell, Donovan (UTA)",2021,All-NBA
Candace Parker,Turner,"Doncic, Luka (DAL)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Leonard, Kawhi (LAC)","George, Paul (LAC)","Embiid, Joel (PHI)","Mitchell, Donovan (UTA)","Paul, Chris (PHX)","Randle, Julius (NYK)","Booker, Devin (PHX)","Gobert, Rudy (UTA)","Irving, Kyrie (BKN)","Beal, Bradley (WAS)",2021,All-NBA
Roy Parry,Orlando Sentinel,"Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","Durant, Kevin (BKN)","Williamson, Zion (NOP)","Sabonis, Domantas (IND)","Irving, Kyrie (BKN)","Lillard, Damian (POR)","Randle, Julius (NYK)","Butler, Jimmy (MIA)","Vucevic, Nikola (CHI)","LaVine, Zach (CHI)","Beal, Bradley (WAS)",2021,All-NBA
Dave Pasch,ESPN,"Embiid, Joel (PHI)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Randle, Julius (NYK)","Leonard, Kawhi (LAC)","Gobert, Rudy (UTA)","Doncic, Luka (DAL)","Paul, Chris (PHX)","Booker, Devin (PHX)","George, Paul (LAC)","Adebayo, Bam (MIA)","Mitchell, Donovan (UTA)","Irving, Kyrie (BKN)",2021,All-NBA
Kevin Pelton,ESPN,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Curry, Stephen (GSW)","George, Paul (LAC)","James, LeBron (LAL)","Embiid, Joel (PHI)","Butler, Jimmy (MIA)","Doncic, Luka (DAL)","Randle, Julius (NYK)","Williamson, Zion (NOP)","Gobert, Rudy (UTA)","Irving, Kyrie (BKN)","Paul, Chris (PHX)",2021,All-NBA
Keith Pompey,Philadelphia Inquirer and Daily News,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Randle, Julius (NYK)","James, LeBron (LAL)","Embiid, Joel (PHI)","Beal, Bradley (WAS)","Paul, Chris (PHX)","George, Paul (LAC)","Butler, Jimmy (MIA)","Gobert, Rudy (UTA)","Doncic, Luka (DAL)","Westbrook, Russell (WAS)",2021,All-NBA
Shaun Powell,NBA.com,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","James, LeBron (LAL)","Tatum, Jayson (BOS)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Paul, Chris (PHX)","George, Paul (LAC)","Randle, Julius (NYK)","Gobert, Rudy (UTA)","Westbrook, Russell (WAS)","Harden, James (BKN)",2021,All-NBA
Duane Rankin,Arizona Republic,"Leonard, Kawhi (LAC)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Durant, Kevin (BKN)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Paul, Chris (PHX)","Irving, Kyrie (BKN)","Randle, Julius (NYK)","Doncic, Luka (DAL)","Gobert, Rudy (UTA)","Westbrook, Russell (WAS)","Booker, Devin (PHX)",2021,All-NBA
Bill Reiter,CBSSports.com,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","Butler, Jimmy (MIA)","Randle, Julius (NYK)","Embiid, Joel (PHI)","Paul, Chris (PHX)","Lillard, Damian (POR)","George, Paul (LAC)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Harden, James (BKN)",2021,All-NBA
Tim Reynolds,Associated Press,"Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","Leonard, Kawhi (LAC)","Tatum, Jayson (BOS)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Beal, Bradley (WAS)","James, LeBron (LAL)","Randle, Julius (NYK)","Adebayo, Bam (MIA)","Paul, Chris (PHX)","Harden, James (BKN)",2021,All-NBA
Melissa Rohlin,Fox Sports,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","James, LeBron (LAL)","Randle, Julius (NYK)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Paul, Chris (PHX)","George, Paul (LAC)","Tatum, Jayson (BOS)","Gobert, Rudy (UTA)","Harden, James (BKN)","Beal, Bradley (WAS)",2021,All-NBA
Taylor Rooks,Bleacher Report,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Harden, James (BKN)","George, Paul (LAC)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Doncic, Luka (DAL)","Durant, Kevin (BKN)","Tatum, Jayson (BOS)","Embiid, Joel (PHI)","Paul, Chris (PHX)","Mitchell, Donovan (UTA)",2021,All-NBA
Jalen Rose,ESPN,"Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Jokic, Nikola (DEN)","Paul, Chris (PHX)","Curry, Stephen (GSW)","Leonard, Kawhi (LAC)","Randle, Julius (NYK)","Adebayo, Bam (MIA)","Mitchell, Donovan (UTA)","Lillard, Damian (POR)","Doncic, Luka (DAL)","Tatum, Jayson (BOS)","Davis, Anthony (LAL)","Irving, Kyrie (BKN)","Young, Trae (ATL)",2021,All-NBA
Simone Sandri,Gazzetta.it,"Embiid, Joel (PHI)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","Leonard, Kawhi (LAC)","Randle, Julius (NYK)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Paul, Chris (PHX)","James, LeBron (LAL)","Tatum, Jayson (BOS)","Green, Draymond (GSW)","Harden, James (BKN)","Westbrook, Russell (WAS)",2021,All-NBA
Omari Sankofa,Detroit Free Press,"Antetokounmpo, Giannis (MIL)","Doncic, Luka (DAL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Tatum, Jayson (BOS)","Randle, Julius (NYK)","Embiid, Joel (PHI)","Paul, Chris (PHX)","Irving, Kyrie (BKN)","George, Paul (LAC)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Butler, Jimmy (MIA)","Harden, James (BKN)",2021,All-NBA
John Schuhmann,NBA.com,"Antetokounmpo, Giannis (MIL)","Doncic, Luka (DAL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Lillard, Damian (POR)","George, Paul (LAC)","Leonard, Kawhi (LAC)","Embiid, Joel (PHI)","Paul, Chris (PHX)","Butler, Jimmy (MIA)","Randle, Julius (NYK)","Tatum, Jayson (BOS)","Gobert, Rudy (UTA)","Irving, Kyrie (BKN)","Beal, Bradley (WAS)",2021,All-NBA
Guillermo Schutz,Televisa (TUDN),"Randle, Julius (NYK)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Paul, Chris (PHX)","Leonard, Kawhi (LAC)","James, LeBron (LAL)","Embiid, Joel (PHI)","Doncic, Luka (DAL)","Lillard, Damian (POR)","Tatum, Jayson (BOS)","Williamson, Zion (NOP)","Gobert, Rudy (UTA)","Westbrook, Russell (WAS)","Harden, James (BKN)",2021,All-NBA
Dennis Scott,Turner,"Tatum, Jayson (BOS)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","Randle, Julius (NYK)","Leonard, Kawhi (LAC)","Embiid, Joel (PHI)","Beal, Bradley (WAS)","Lillard, Damian (POR)","Williamson, Zion (NOP)","Durant, Kevin (BKN)","Gobert, Rudy (UTA)","Paul, Chris (PHX)","Booker, Devin (PHX)",2021,All-NBA
Ramona Shelburne,ESPN,"Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Paul, Chris (PHX)","James, LeBron (LAL)","Randle, Julius (NYK)","Gobert, Rudy (UTA)","Doncic, Luka (DAL)","Lillard, Damian (POR)","Leonard, Kawhi (LAC)","Butler, Jimmy (MIA)","Adebayo, Bam (MIA)","George, Paul (LAC)","Mitchell, Donovan (UTA)",2021,All-NBA
Bill Simmons,The Ringer,"Doncic, Luka (DAL)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Leonard, Kawhi (LAC)","Randle, Julius (NYK)","Embiid, Joel (PHI)","Butler, Jimmy (MIA)","Paul, Chris (PHX)","George, Paul (LAC)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Irving, Kyrie (BKN)",2021,All-NBA
Mike Singer,Denver Post,"Antetokounmpo, Giannis (MIL)","Randle, Julius (NYK)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Paul, Chris (PHX)","Leonard, Kawhi (LAC)","George, Paul (LAC)","Embiid, Joel (PHI)","Doncic, Luka (DAL)","Lillard, Damian (POR)","James, LeBron (LAL)","Tatum, Jayson (BOS)","Gobert, Rudy (UTA)","Irving, Kyrie (BKN)","Beal, Bradley (WAS)",2021,All-NBA
Anthony Slater,The Athletic,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Lillard, Damian (POR)","James, LeBron (LAL)","Randle, Julius (NYK)","Embiid, Joel (PHI)","Doncic, Luka (DAL)","Paul, Chris (PHX)","Tatum, Jayson (BOS)","George, Paul (LAC)","Gobert, Rudy (UTA)","Butler, Jimmy (MIA)","Beal, Bradley (WAS)",2021,All-NBA
Doug Smith,The Toronto Star,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Paul, Chris (PHX)","James, LeBron (LAL)","Tatum, Jayson (BOS)","Embiid, Joel (PHI)","Doncic, Luka (DAL)","Lillard, Damian (POR)","Randle, Julius (NYK)","Williamson, Zion (NOP)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Irving, Kyrie (BKN)",2021,All-NBA
Stephen Smith,ESPN,"Antetokounmpo, Giannis (MIL)","Randle, Julius (NYK)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Curry, Stephen (GSW)","James, LeBron (LAL)","Leonard, Kawhi (LAC)","Embiid, Joel (PHI)","Doncic, Luka (DAL)","Paul, Chris (PHX)","George, Paul (LAC)","Tatum, Jayson (BOS)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Westbrook, Russell (WAS)",2021,All-NBA
Steve Smith,Turner,"Antetokounmpo, Giannis (MIL)","Randle, Julius (NYK)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Lillard, Damian (POR)","George, Paul (LAC)","Leonard, Kawhi (LAC)","Embiid, Joel (PHI)","Doncic, Luka (DAL)","Paul, Chris (PHX)","Tatum, Jayson (BOS)","Butler, Jimmy (MIA)","Gobert, Rudy (UTA)","Mitchell, Donovan (UTA)","Irving, Kyrie (BKN)",2021,All-NBA
Seerat Sohi,The Ringer,"Leonard, Kawhi (LAC)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","Butler, Jimmy (MIA)","James, LeBron (LAL)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Beal, Bradley (WAS)","Randle, Julius (NYK)","Adebayo, Bam (MIA)","Gobert, Rudy (UTA)","Booker, Devin (PHX)","Mitchell, Donovan (UTA)",2021,All-NBA
Daisuke Sugiura,Nihon Keizai Shimbun,"Antetokounmpo, Giannis (MIL)","Butler, Jimmy (MIA)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","Leonard, Kawhi (LAC)","Randle, Julius (NYK)","Embiid, Joel (PHI)","Paul, Chris (PHX)","Lillard, Damian (POR)","James, LeBron (LAL)","George, Paul (LAC)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Tatum, Jayson (BOS)",2021,All-NBA
Mirjam Swanson,Southern California News Group,"Leonard, Kawhi (LAC)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","James, LeBron (LAL)","Randle, Julius (NYK)","Embiid, Joel (PHI)","Paul, Chris (PHX)","Lillard, Damian (POR)","George, Paul (LAC)","Butler, Jimmy (MIA)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Harden, James (BKN)",2021,All-NBA
Maria Taylor,ESPN,"Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Randle, Julius (NYK)","Leonard, Kawhi (LAC)","Gobert, Rudy (UTA)","Doncic, Luka (DAL)","Paul, Chris (PHX)","Williamson, Zion (NOP)","Tatum, Jayson (BOS)","Adebayo, Bam (MIA)","George, Paul (LAC)","Mitchell, Donovan (UTA)",2021,All-NBA
Justin Termine,Sirius Radio,"Doncic, Luka (DAL)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Paul, Chris (PHX)","Curry, Stephen (GSW)","Randle, Julius (NYK)","Embiid, Joel (PHI)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Leonard, Kawhi (LAC)","George, Paul (LAC)","Williamson, Zion (NOP)","Capela, Clint (ATL)","Booker, Devin (PHX)","Beal, Bradley (WAS)",2021,All-NBA
Brad Townsend,Dallas Morning News,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","Butler, Jimmy (MIA)","James, LeBron (LAL)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Paul, Chris (PHX)","Randle, Julius (NYK)","George, Paul (LAC)","Gobert, Rudy (UTA)","Irving, Kyrie (BKN)","Beal, Bradley (WAS)",2021,All-NBA
Christos Tsaltas,SDNA.gr,"Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Jokic, Nikola (DEN)","Westbrook, Russell (WAS)","Curry, Stephen (GSW)","Adebayo, Bam (MIA)","Durant, Kevin (BKN)","Gobert, Rudy (UTA)","Doncic, Luka (DAL)","Lillard, Damian (POR)","Randle, Julius (NYK)","Williamson, Zion (NOP)","Capela, Clint (ATL)","Beal, Bradley (WAS)","Mitchell, Donovan (UTA)",2021,All-NBA
Olgun Uluc,ESPN Australia,"Embiid, Joel (PHI)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Paul, Chris (PHX)","Randle, Julius (NYK)","Leonard, Kawhi (LAC)","Gobert, Rudy (UTA)","Doncic, Luka (DAL)","Lillard, Damian (POR)","James, LeBron (LAL)","Tatum, Jayson (BOS)","Capela, Clint (ATL)","Beal, Bradley (WAS)","Harden, James (BKN)",2021,All-NBA
Joe Vardon,The Athletic,"Antetokounmpo, Giannis (MIL)","Randle, Julius (NYK)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","James, LeBron (LAL)","Leonard, Kawhi (LAC)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Paul, Chris (PHX)","George, Paul (LAC)","Williamson, Zion (NOP)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Westbrook, Russell (WAS)",2021,All-NBA
Gary Washburn,Boston Globe,"Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Randle, Julius (NYK)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Doncic, Luka (DAL)","Beal, Bradley (WAS)","Durant, Kevin (BKN)","Tatum, Jayson (BOS)","Adebayo, Bam (MIA)","Paul, Chris (PHX)","Westbrook, Russell (WAS)",2021,All-NBA
Michael Wilbon,ESPN,"Randle, Julius (NYK)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Paul, Chris (PHX)","Curry, Stephen (GSW)","Leonard, Kawhi (LAC)","Butler, Jimmy (MIA)","Embiid, Joel (PHI)","Harden, James (BKN)","Lillard, Damian (POR)","Doncic, Luka (DAL)","Williamson, Zion (NOP)","Gobert, Rudy (UTA)","Irving, Kyrie (BKN)","Westbrook, Russell (WAS)",2021,All-NBA
Brian Windhorst,ESPN,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","James, LeBron (LAL)","Randle, Julius (NYK)","Embiid, Joel (PHI)","Paul, Chris (PHX)","Lillard, Damian (POR)","Williamson, Zion (NOP)","George, Paul (LAC)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Butler, Jimmy (MIA)",2021,All-NBA
Matt Winer,Turner,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Curry, Stephen (GSW)","Randle, Julius (NYK)","Butler, Jimmy (MIA)","Embiid, Joel (PHI)","Doncic, Luka (DAL)","Paul, Chris (PHX)","George, Paul (LAC)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Irving, Kyrie (BKN)",2021,All-NBA
Ryan Wolstat,The Toronto Sun,"Antetokounmpo, Giannis (MIL)","Butler, Jimmy (MIA)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Lillard, Damian (POR)","Leonard, Kawhi (LAC)","Williamson, Zion (NOP)","Embiid, Joel (PHI)","Doncic, Luka (DAL)","Paul, Chris (PHX)","James, LeBron (LAL)","Randle, Julius (NYK)","Gobert, Rudy (UTA)","George, Paul (LAC)","Irving, Kyrie (BKN)",2021,All-NBA
Michael Wright,NBA.com,"Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Doncic, Luka (DAL)","James, LeBron (LAL)","Leonard, Kawhi (LAC)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Paul, Chris (PHX)","Randle, Julius (NYK)","Butler, Jimmy (MIA)","Adebayo, Bam (MIA)","Harden, James (BKN)","Irving, Kyrie (BKN)",2021,All-NBA
Royce Young,ESPN,"Antetokounmpo, Giannis (MIL)","Doncic, Luka (DAL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Paul, Chris (PHX)","Leonard, Kawhi (LAC)","Randle, Julius (NYK)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Westbrook, Russell (WAS)","Tatum, Jayson (BOS)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Butler, Jimmy (MIA)","Beal, Bradley (WAS)",2021,All-NBA
Jeff Zillgitt,USA Today,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Paul, Chris (PHX)","Randle, Julius (NYK)","George, Paul (LAC)","Embiid, Joel (PHI)","Doncic, Luka (DAL)","Lillard, Damian (POR)","James, LeBron (LAL)","Tatum, Jayson (BOS)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Irving, Kyrie (BKN)",2021,All-NBA
